ranking,name,producer,revenue,year
4542,Larger Than Life,MGM,"$8,315,693",1996
4543,Johnny English Reborn,Uni.,"$8,305,970",2011
4544,The Love Letter,DW,"$8,302,478",1999
4545,Shadow of the Vampire,Lions,"$8,293,784",2000
4546,The Cooler,Lions,"$8,291,572",2003
4547,Reckless,MGM,"$8,289,916",1984
4548,The Fish That Saved Pittsburgh,MGM,"$8,281,246",1979
4549,Deadly Blessing,MGM,"$8,279,042",1981
4550,All About My Mother,SPC,"$8,272,296",1999
4551,Cry-Baby,Uni.,"$8,266,343",1990
4552,Satisfaction,Fox,"$8,253,123",1988
4553,Christopher Columbus: The Discovery,WB,"$8,251,071",1992
4554,The Blob,TriS,"$8,247,943",1988
4555,Tall Tale,BV,"$8,247,627",1995
4556,Sidney Sheldon's Bloodline,Par.,"$8,218,695",1979
4557,Blue Steel,MGM,"$8,217,997",1990
4558,Black Robe,Gold.,"$8,211,952",1991
4559,"Whose Life Is It, Anyway?",MGM,"$8,206,145",1981
4560,Lucas,Fox,"$8,200,000",1986
4561,Cadillac Records,Sony,"$8,195,551",2008
4562,Bajrangi Bhaijaan,Eros,"$8,178,001",2015
4563,Nick of Time,Par.,"$8,175,346",1995
4564,Firestorm,Fox,"$8,165,212",1998
4565,Cheetah,BV,"$8,153,677",1989
4566,Deepstar Six,TriS,"$8,143,225",1989
4567,Funny About Love,Par.,"$8,141,292",1990
4568,Code Name: The Cleaner,NL,"$8,135,024",2007
4569,Delta Farce,LGF,"$8,130,530",2007
4570,Dead Bang,WB,"$8,125,592",1989
4571,Prince of the City,WB,"$8,124,257",1981
4572,Mad Hot Ballroom,ParC,"$8,117,961",2005
4573,Hoot,NL,"$8,117,637",2006
4574,The Road,W/Dim.,"$8,117,000",2009
4575,Before Midnight,SPC,"$8,114,627",2013
4576,Dirty Pretty Things,Mira.,"$8,112,414",2003
4577,Inherent Vice,WB,"$8,110,975",2014
4578,The Philadelphia Experiment,NW,"$8,103,330",1984
4579,Fresh,Mira.,"$8,094,616",1994
4580,The Shootist,Par.,"$8,091,910",1976
4581,Streets of Fire,Uni.,"$8,089,290",1984
4582,Connie and Carla,Uni.,"$8,085,771",2004
4583,The Adventures of Baron Munchausen,Col.,"$8,083,123",1989
4584,My Giant,Sony,"$8,072,007",1998
4585,Bella,RAtt.,"$8,070,537",2007
4586,Woo,NL,"$8,064,972",1998
4587,The Painted Veil,WIP,"$8,060,487",2006
4588,Punisher: War Zone,LGF,"$8,050,977",2008
4589,Aspen Extreme,BV,"$8,041,049",1993
4590,Dead Ringers,Fox,"$8,038,508",1988
4591,The Ice Storm,FoxS,"$8,038,061",1997
4592,Haunted Honeymoon,Orion,"$8,033,397",1986
4593,Dhoom 3,Yash,"$8,031,955",2013
4594,The Texas Chainsaw Massacre 2,Can.,"$8,025,872",1986
4595,Jerusalem,NGE,"$8,020,721",2013
4596,Pirate Radio,Focus,"$8,017,917",2009
4597,The Meteor Man,MGM,"$8,016,708",1993
4598,Dragon Ball Z: Resurrection 'F',FUN,"$8,008,363",2015
4599,The Great White Hype,Fox,"$8,008,255",1996
4600,Machete Kills,ORF,"$8,008,161",2013
4601,Blackhat,Uni.,"$8,005,980",2015
4602,Night Crossing,BV,"$8,000,000",1982
4603,Dazed and Confused,Gram.,"$7,993,039",1993
4604,Fifty Shades of Black,ORF,"$7,989,183",2016
4605,The Pirate Movie,Fox,"$7,983,086",1982
4606,Strange Days,Fox,"$7,959,291",1995
4607,Blankman,Col.,"$7,941,977",1994
4608,A Thousand Acres,BV,"$7,936,780",1997
4609,American Hot Wax,Par.,"$7,932,571",1978
4610,Unstrung Heroes,BV,"$7,929,434",1995
4611,The Chase,Fox,"$7,924,955",1994
4612,Bushwhacked,Fox,"$7,919,823",1995
4613,Arbitrage,RAtt.,"$7,919,574",2012
4614,Miracle at St. Anna,BV,"$7,919,117",2008
4615,The Brink's Job,Uni.,"$7,909,950",1978
4616,Just the Way You Are,MGM,"$7,889,694",1984
4617,Teen Wolf Too,Atl,"$7,888,703",1987
4618,The Fun House,Uni.,"$7,886,857",1981
4619,City of Ember,Fox,"$7,873,007",2008
4620,D.A.R.Y.L.,Par.,"$7,840,873",1985
4621,Fatal Instinct,MGM,"$7,839,327",1993
4622,The Night Listener,Mira.,"$7,836,393",2006
4623,Hoop Dreams,FL,"$7,830,611",1994
4624,The Little Drummer Girl,WB,"$7,828,841",1984
4625,Dead Calm,WB,"$7,825,009",1989
4626,Serial Mom,Sav.,"$7,820,688",1994
4627,Slither,Uni.,"$7,802,450",2006
4628,In Bruges,Focus,"$7,800,824",2008
4629,House II,NW,"$7,800,000",1987
4630,Vampire Academy,Wein.,"$7,791,979",2014
4631,The Best of Times,Uni.,"$7,790,931",1986
4632,If Looks Could Kill,WB,"$7,788,597",1991
4633,Bad Words,Focus,"$7,779,614",2014
4634,Sirens,Mira.,"$7,770,731",1994
4635,"Enemies, A Love Story",Fox,"$7,754,571",1989
4636,The Return,Rog.,"$7,749,851",2006
4637,The Beast Within,MGM,"$7,742,572",1982
4638,Being Julia,SPC,"$7,739,049",2004
4639,Surviving the Game,NL,"$7,727,256",1994
4640,"The Cook, The Thief, His Wife and Her Lover",Mira.,"$7,724,701",1990
4641,Disorganized Crime,BV,"$7,723,506",1989
4642,A New Life,Par.,"$7,721,852",1988
4643,Expelled: No Intelligence Allowed,RM,"$7,720,487",2008
4644,Tupac: Resurrection,Par.,"$7,718,961",2003
4645,Dolphins and Whales: Tribes of the Ocean 3D,3D,"$7,714,996",2008
4646,The Collector,Free,"$7,712,114",2009
4647,Kevin Hart: Laugh at My Pain,Code,"$7,706,436",2011
4648,Mr. & Mrs. Bridge,Mira.,"$7,698,010",1990
4649,Mortdecai,LGF,"$7,696,134",2015
4650,Sarah's Key,Wein.,"$7,693,187",2011
4651,The Imaginarium of Doctor Parnassus,SPC,"$7,689,607",2009
4652,Runaway Train,Can.,"$7,683,620",1985
4653,Strictly Business,WB,"$7,683,267",1991
4654,Trumbo (2015),BST,"$7,668,385",2015
4655,He-Man and She-Ra in The Secret of the Sword,Atl,"$7,660,857",1985
4656,The Order,Fox,"$7,660,806",2003
4657,Fatso,Fox,"$7,653,061",1980
4658,The Prisoner of Zenda (1979),Uni.,"$7,650,600",1979
4659,The Girl Who Played with Fire,MBox,"$7,638,241",2010
4660,Quicksilver,Col.,"$7,634,909",1986
4661,Ninja 3: The Domination,Can.,"$7,610,785",1984
4662,Losing Isaiah,Par.,"$7,603,766",1995
4663,Promised Land (2012),Focus,"$7,597,898",2012
4664,While We're Young,A24,"$7,587,485",2015
4665,Sprung,Trim.,"$7,575,028",1997
4666,Krippendorf's Tribe,BV,"$7,571,115",1998
4667,City of God,Mira.,"$7,564,459",2003
4668,Hackers,MGM,"$7,563,728",1995
4669,Over Her Dead Body,NL,"$7,563,670",2008
4670,Into the Night,Uni.,"$7,562,164",1985
4671,The Jerky Boys,BV,"$7,557,877",1995
4672,El Cantante,PicH,"$7,556,712",2007
4673,Wanted: Dead or Alive,NW,"$7,555,000",1987
4674,Proof,Mira.,"$7,535,331",2005
4675,Damage,NL,"$7,532,911",1992
4676,The Curse of the Jade Scorpion,DW,"$7,517,191",2001
4677,The Amazing Panda Adventure,WB,"$7,506,759",1995
4678,The Man Who Wasn't There,USA,"$7,504,257",2001
4679,Nothing Like the Holidays,Over.,"$7,503,736",2008
4680,Martian Child,NL,"$7,500,310",2007
4681,The Sugarland Express,Uni.,"$7,500,000",1974
4682,How to Beat the High Cost of Living,Film,"$7,500,000",1980
4683,How to Become a Detective,Film,"$7,500,000",1980
4684,Agatha,WB,"$7,500,000",1979
4685,I Know Who Killed Me,Sony,"$7,498,716",2007
4686,The Trip to Bountiful,Isld,"$7,491,903",1985
4687,It Runs in the Family,MGM,"$7,491,839",2003
4688,Foxes,MGM,"$7,470,348",1980
4689,Cyrus,FoxS,"$7,468,936",2010
4690,Stealing Home,WB,"$7,467,504",1988
4691,Taking Woodstock,Focus,"$7,460,204",2009
4692,A Good Year,Fox,"$7,459,300",2006
4693,I'll See You In My Dreams,BST,"$7,449,681",2015
4694,Goin' South,Par.,"$7,435,671",1978
4695,Harley Davidson and the Marlboro Man,MGM,"$7,434,726",1991
4696,Maximum Overdrive,DEG,"$7,433,663",1986
4697,Doogal,Wein.,"$7,417,319",2006
4698,Kids,Mira.,"$7,412,216",1995
4699,Clifford,Orion,"$7,408,745",1994
4700,Tex,BV,"$7,400,000",1982
4701,Ironweed,TriS,"$7,393,346",1987
4702,Paranoia,Rela.,"$7,385,015",2013
4703,The Squid and the Whale,IDP,"$7,372,734",2005
4704,The Condemned,LGF,"$7,371,706",2007
4705,Witchboard,PEC,"$7,369,373",1986
4706,Clean Slate,MGM,"$7,355,425",1994
4707,The Crucible,Fox,"$7,343,114",1996
4708,Iceman,Uni.,"$7,343,032",1984
4709,Wild America,WB,"$7,342,923",1997
4710,Alice,Orion,"$7,331,647",1990
4711,King of the Gypsies,Par.,"$7,325,177",1978
4712,Babies,Focus,"$7,320,323",2010
4713,Bones,NL,"$7,316,658",2001
4714,Vertigo,Par.,"$7,311,013",1958^
4715,Mississippi Masala,Gold.,"$7,308,786",1992
4716,Sarafina!,BV,"$7,306,242",1992
4717,Who's That Girl,WB,"$7,305,209",1987
4718,Outside Providence,Mira.,"$7,302,522",1999
4719,Wild Hearts Can't Be Broken,BV,"$7,294,835",1991
4720,Eat Drink Man Woman,Gold.,"$7,294,403",1994
4721,The Forsaken,SGem,"$7,288,451",2001
4722,Lorenzo's Oil,Uni.,"$7,286,388",1993
4723,Phantasm II,Uni.,"$7,282,851",1988
4724,She's So Lovely,Mira.,"$7,281,450",1997
4725,Run Lola Run,SPC,"$7,267,585",1999
4726,Big Trouble,BV,"$7,267,307",2002
4727,Barcelona,FL,"$7,266,973",1994
4728,Searching for Bobby Fischer,Par.,"$7,266,383",1993
4729,Buddy Buddy,MGM,"$7,258,543",1981
4730,Friends with Kids,RAtt.,"$7,251,073",2012
4731,B.A.P.S.,NL,"$7,246,735",1997
4732,Off Limits,Fox,"$7,242,035",1988
4733,Rush,MGM,"$7,241,350",1991
4734,The Missionary,Col.,"$7,241,180",1982
4735,Johnny Handsome,TriS,"$7,237,794",1989
4736,Zeus and Roxanne,MGM,"$7,233,324",1997
4737,Force 10 From Navarone,AIP,"$7,230,000",1978
4738,All the King's Men,Sony,"$7,221,458",2006
4739,Mulholland Drive,Uni.,"$7,220,243",2001
4740,The Big Red One,MGM,"$7,206,220",1980
4741,The Big Year,Fox,"$7,204,138",2011
4742,Transylvania 6-5000,NW,"$7,196,872",1985
4743,Encounter in the 3rd Dimension (IMAX),NWav,"$7,195,792",1999
4744,The Green Inferno,HTR,"$7,192,291",2015
4745,American Dreamz,Uni.,"$7,191,830",2006
4746,1492: Conquest of Paradise,Par.,"$7,191,399",1992
4747,Paradise Alley,Uni.,"$7,185,518",1978
4748,North,Col.,"$7,182,747",1994
4749,Women on the Verge of a Nervous Breakdown,OrionC,"$7,179,298",1988
4750,The Boy Who Could Fly,Fox,"$7,177,431",1986
4751,10 to Midnight,MGM,"$7,175,592",1983
4752,The Hoax,Mira.,"$7,164,995",2007
4753,The Orphanage,PicH,"$7,161,284",2007
4754,The Name of the Rose,Fox,"$7,153,487",1986
4755,Dear God,Par.,"$7,138,523",1996
4756,She's Gotta Have It,Isld,"$7,137,502",1986
4757,Hardbodies,Col.,"$7,121,719",1984
4758,Journey to the South Pacific,Imax,"$7,106,795",2013
4759,Where Eagles Dare,MGM,"$7,100,000",1969
4760,A Separation,SPC,"$7,099,055",2011
4761,The Bad News Bears Go to Japan,Par.,"$7,092,495",1978
4762,Before the Devil Knows You're Dead,Think,"$7,084,227",2007
4763,Seeking a Friend for the End of the World,Focus,"$7,078,738",2012
4764,Trapped,Sony,"$7,073,251",2002
4765,How She Move,ParV,"$7,070,641",2008
4766,Quills,FoxS,"$7,065,332",2000
4767,The Stunt Man,Fox,"$7,063,886",1980
4768,Phat Girlz,FoxS,"$7,061,128",2006
4769,Pride,LGF,"$7,057,600",2007
4770,Alphabet City,Atl,"$7,035,585",1984
4771,House Arrest,MGM,"$7,032,782",1996
4772,Star Kid,Trim.,"$7,029,025",1998
4773,Turistas,FoxA,"$7,027,762",2006
4774,Three Wishes,Sav.,"$7,027,517",1995
4775,Screwed,Uni.,"$7,027,345",2000
4776,BASEketball,Uni.,"$7,027,290",1998
4777,Bug,LGF,"$7,025,810",2007
4778,Kissing Jessica Stein,FoxS,"$7,025,722",2002
4779,Last of the Dogmen,Sav.,"$7,024,389",1995
4780,Running with Scissors,Sony,"$7,022,827",2006
4781,Hiding Out,DEG,"$7,019,441",1987
4782,Black Nativity,FoxS,"$7,018,189",2013
4783,An American Carol,Viv.,"$7,013,191",2008
4784,Crossover,Sony,"$7,009,668",2006
4785,International Velvet,MGM,"$7,009,238",1978
4786,The Triplets of Belleville,SPC,"$7,007,149",2003
4787,Our Brand Is Crisis (2015),WB,"$7,002,261",2015
4788,Buena Vista Social Club,Art.,"$7,002,182",1999
4789,Cat People,Uni.,"$7,000,000",1982
4790,Fearless,WB,"$6,995,302",1993
4791,Relentless,NL,"$6,985,999",1989
4792,Children of the Corn II,Mira.,"$6,980,986",1993
4793,Grandma (2015),SPC,"$6,974,448",2015
4794,Trial by Jury,WB,"$6,971,777",1994
4795,I Ought to Be in Pictures,Fox,"$6,968,359",1982
4796,Shag: The Movie,Hemd,"$6,957,975",1989
4797,La Cage aux Folles 2,MGM,"$6,950,125",1981
4798,Suburban Commando,NL,"$6,948,859",1991
4799,Red Sonja,MGM,"$6,948,633",1985
4800,Blue City,Par.,"$6,947,787",1986
4801,Sexy Beast,FoxS,"$6,946,056",2001
4802,State and Main,FL,"$6,944,471",2000
4803,Almost an Angel,Par.,"$6,939,946",1990
4804,The Wedding Banquet,Gold.,"$6,933,459",1993
4805,Take Me Home Tonight,Rela.,"$6,928,068",2011
4806,A Cry in the Dark,WB,"$6,908,797",1988
4807,The Amateur,Fox,"$6,892,098",1982
4808,Willard,NL,"$6,886,089",2003
4809,Redline,Chic.,"$6,881,022",2007
4810,Thunderbirds,Uni.,"$6,880,917",2004
4811,Death Wish 4: The Crackdown,Can.,"$6,880,310",1987
4812,"Woman, Thou Art Loosed",Magn.,"$6,879,730",2004
4813,Cedar Rapids,FoxS,"$6,861,102",2011
4814,Never Talk to Strangers,Sony,"$6,858,261",1995
4815,Romantic Comedy,MGM,"$6,857,733",1983
4816,Running Scared,NL,"$6,855,137",2006
4817,The Spectacular Now,A24,"$6,854,611",2013
4818,200 Cigarettes,Par.,"$6,852,450",1999
4819,The Collection,LD,"$6,842,058",2012
4820,Exit to Eden,Sav.,"$6,841,570",1994
4821,The Pope of Greenwich Village,MGM,"$6,836,201",1984
4822,Moonlight Mile,BV,"$6,835,856",2002
4823,Panther,Gram.,"$6,834,525",1995
4824,Mixed Nuts,Sony,"$6,821,850",1994
4825,The Chipmunk Adventure,Gold.,"$6,804,312",1987
4826,Trick or Treat,DEG,"$6,797,218",1986
4827,Fanny and Alexander,Emb,"$6,783,304",1983
4828,Conviction,FoxS,"$6,783,129",2010
4829,In the Valley of Elah,WIP,"$6,777,741",2007
4830,Runaway,TriS,"$6,770,587",1984
4831,Ladies in Lavender,IDP,"$6,765,081",2005
4832,Me and Earl and the Dying Girl,FoxS,"$6,758,416",2015
4833,Caught Up,Live,"$6,754,958",1998
4834,The Young Black Stallion (IMAX),BV,"$6,751,389",2003
4835,"Seraphin, un homme et son peche",All.,"$6,749,187",2002
4836,Smoke Signals,Mira.,"$6,745,362",1998
4837,The Mambo Kings,WB,"$6,742,168",1992
4838,Amour,SPC,"$6,739,492",2012
4839,Fortress,Mira.,"$6,739,141",1993
4840,Baahubali: The Beginning,BSC,"$6,738,000",2015
4841,9 1/2 Weeks,MGM,"$6,735,922",1986
4842,Town & Country,NL,"$6,719,973",2001
4843,American History X,NL,"$6,719,864",1998
4844,Roger and Me,WB,"$6,706,368",1989
4845,Delta Force 2: Operation Stranglehold,MGM,"$6,698,361",1990
4846,U-Turn,Sony,"$6,682,098",1997
4847,The Closet (Le Placard),Mira.,"$6,678,894",2001
4848,Hairspray (1988),NL,"$6,671,108",1988
4849,City Island,Anch.,"$6,671,036",2010
4850,Nightmares,Uni.,"$6,670,680",1983
4851,Six Weeks,Uni.,"$6,668,025",1982
4852,The Golden Seal,Gold.,"$6,666,725",1983
4853,Forced Vengeance,MGM,"$6,660,333",1982
4854,Where the Buffalo Roam,Uni.,"$6,659,377",1980
4855,I Dreamed of Africa,Sony,"$6,651,522",2000
4856,Swing Shift,WB,"$6,650,206",1984
4857,Fresh Horses,Col.,"$6,640,346",1988
4858,Black Moon Rising,NW,"$6,637,565",1986
4859,Spider-Man / Men in Black II,Sony,"$6,632,970",2002
4860,Femme Fatale,WB,"$6,630,252",2002
4861,The Savages,FoxS,"$6,623,082",2007
4862,The Gong Show Movie,Uni.,"$6,621,520",1980
4863,The Last Station,SPC,"$6,617,867",2010
4864,The Hunted (1995),Uni.,"$6,609,661",1995
4865,Best of the Best II,Fox,"$6,608,687",1993
4866,Bride and Prejudice,Mira.,"$6,605,592",2005
4867,The Grandmaster,Wein.,"$6,594,959",2013
4868,Millions,FoxS,"$6,584,159",2005
4869,Once Upon a Forest,Fox,"$6,582,052",1993
4870,Strange Wilderness,ParC,"$6,575,282",2008
4871,Curse of the Golden Flower,SPC,"$6,566,773",2006
4872,Here Come the Littles,Atl,"$6,565,359",1985
4873,The Road to Wellville,Sony,"$6,562,513",1994
4874,Lost and Found (1999),WB,"$6,552,255",1999
4875,The Razor's Edge,Col.,"$6,551,987",1984
4876,Bajirao Mastani,Eros,"$6,542,741",2015
4877,3 Idiots,Relbig.,"$6,532,874",2009
4878,The Rules of Attraction,Lions,"$6,532,619",2002
4879,Winter's Bone,RAtt.,"$6,531,503",2010
4880,Maria Full of Grace,FL,"$6,529,624",2004
4881,Warriors of Virtue,MGM,"$6,524,620",1997
4882,A Very Long Engagement,WIP,"$6,524,389",2004
4883,Blue Collar,Uni.,"$6,521,083",1978
4884,Switchback,Par.,"$6,492,660",1997
4885,Teacher's Pet,BV,"$6,491,969",2004
4886,The Big Bounce,WB,"$6,489,476",2004
4887,Flashback,Par.,"$6,488,114",1990
4888,The Osterman Weekend,Fox,"$6,486,797",1983
4889,Little Boy,ORF,"$6,485,961",2015
4890,The Real McCoy,Uni.,"$6,484,246",1993
4891,Star 80,WB,"$6,472,990",1983
4892,Mighty Aphrodite,Mira.,"$6,468,498",1995
4893,All the Marbles,MGM,"$6,468,195",1981
4894,The Last Unicorn,JenF,"$6,455,330",1982
4895,Gods and Monsters,Lions,"$6,451,628",1998
4896,Hot to Trot,WB,"$6,436,211",1988
4897,Brideshead Revisited,Mira.,"$6,432,256",2008
4898,Mac and Me,Orion,"$6,424,112",1988
4899,The Temp,Par.,"$6,419,876",1993
4900,"Waiting for ""Superman""",ParV,"$6,417,135",2010
4901,Defenseless,NL,"$6,413,375",1991
4902,The Rocker,Fox,"$6,409,528",2008
4903,Just Between Friends,Orion,"$6,408,791",1986
4904,Six Degrees of Separation,MGM,"$6,405,918",1993
4905,My Own Private Idaho,FL,"$6,401,336",1991
4906,Eyewitness,Fox,"$6,400,000",1981
4907,Most Wanted,NL,"$6,391,946",1997
4908,The Secret in Their Eyes,SPC,"$6,391,436",2010
4909,Cantinflas,LGF,"$6,382,924",2014
4910,Post Grad,Fox,"$6,380,019",2009
4911,The Aristocrats,Think,"$6,377,461",2005
4912,Hyde Park on Hudson,Focus,"$6,376,145",2012
4913,Article 99,Orion,"$6,375,979",1992
4914,It's Kind of a Funny Story,Focus,"$6,363,628",2010
4915,The Sting II,Uni.,"$6,347,072",1983
4916,Motel Hell,MGM,"$6,342,668",1980
4917,The Unholy,Vest,"$6,337,299",1988
4918,Amityville 3-D,Orion,"$6,333,135",1983
4919,Affliction,Lions,"$6,330,054",1998
4920,Joe Kidd,Uni.,"$6,330,000",1972
4921,The Soldier,Emb,"$6,328,816",1982
4922,Girls Just Want to Have Fun,NW,"$6,326,051",1985
4923,Little Miss Marker,Uni.,"$6,321,392",1980
4924,Beyond the Sea,Lions,"$6,318,709",2004
4925,The Jacket,WIP,"$6,303,762",2005
4926,What Planet Are You From?,Sony,"$6,291,602",2000
4927,The Gods Must Be Crazy II,Col.,"$6,291,444",1990
4928,One Night at McCool's,USA,"$6,290,673",2001
4929,Impostor,Mira.,"$6,285,176",2002
4930,Rambling Rose,NL,"$6,266,621",1991
4931,The House of the Spirits,Mira.,"$6,265,311",1994
4932,Night in the Life of Jimmy Reardon,Fox,"$6,264,058",1988
4933,Music Box,TriS,"$6,263,883",1989
4934,All Is Lost,RAtt.,"$6,263,670",2013
4935,Dick,Sony,"$6,262,878",1999
4936,The Adventures of Buckaroo Banzai,Fox,"$6,254,148",1984
4937,Mambo Italiano (Canada),Equin.,"$6,253,026",2003^
4938,Firstborn,Par.,"$6,250,994",1984
4939,Widows' Peak,FL,"$6,243,722",1994
4940,Ghost World,MGM,"$6,217,849",2001
4941,"Oh, Heavenly Dog!",Fox,"$6,216,067",1980
4942,Topsy-Turvy,USA,"$6,208,548",1999
4943,Believe,ORF,"$6,206,566",2013
4944,The Straight Story,BV,"$6,203,044",1999
4945,Night and the City,Fox,"$6,202,756",1992
4946,Croupier,TSG,"$6,201,143",2000
4947,Rabbit-Proof Fence,Mira.,"$6,199,600",2002
4948,Braddock: Missing in Action III,Can.,"$6,193,901",1988
4949,Nowhere in Africa,Zeit.,"$6,180,200",2003
4950,Tell No One,MBox,"$6,177,192",2008
4951,Americathon,MGM,"$6,171,763",1979
4952,Mystery Date,Orion,"$6,166,819",1991
4953,The Secret of Roan Inish,First,"$6,159,269",1995
4954,UHF,Orion,"$6,157,157",1989
4955,Barton Fink,Fox,"$6,153,939",1991
4956,Chained Heat,JenF,"$6,149,983",1983
4957,Plenty,Fox,"$6,148,000",1985
4958,Almost Heroes,WB,"$6,136,856",1998
4959,Folks!,Fox,"$6,132,924",1992
4960,Chasing Papi,Fox,"$6,130,049",2003
4961,The Border,Uni.,"$6,118,683",1982
4962,Coco Before Chanel,SPC,"$6,113,834",2009
4963,Kull the Conqueror,Uni.,"$6,112,613",1997
4964,Short Cuts,FL,"$6,110,979",1993
4965,Evil Under the Sun,Uni.,"$6,110,000",1982
4966,The Interview (2014),Sony,"$6,105,175",2014
4967,Sea Rex 3D: Journey to a Prehistoric World,3D,"$6,096,582",2010
4968,Rustler's Rhapsody,Par.,"$6,090,497",1985
4969,Grandma's Boy,Fox,"$6,090,172",2006
4970,Gigli,SonR,"$6,087,542",2003
4971,Deuces Wild,MGM,"$6,080,065",2002
4972,Assassination,Can.,"$6,075,793",1987
4973,Heaven Help Us,MGM,"$6,070,794",1985
4974,Men Don't Leave,WB,"$6,070,725",1990
4975,Partners,Par.,"$6,062,898",1982
4976,Shirley Valentine,Par.,"$6,056,912",1989
4977,The Way of the Gun,Art.,"$6,055,661",2000
4978,Megiddo: The Omega Code II,8X,"$6,047,691",2001
4979,Meet the Mormons,Purd.,"$6,047,363",2014
4980,Racing with the Moon,Par.,"$6,045,647",1984
4981,Foolish,Art.,"$6,033,999",1999
4982,A Fine Mess,Col.,"$6,029,824",1986
4983,Gold Diggers: Secret of Bear Mountain,Uni.,"$6,029,091",1995
4984,Trapped in Paradise,Fox,"$6,017,509",1994
4985,The Walking Dead,Sav.,"$6,014,341",1995
4986,Running,Uni.,"$6,012,556",1979
4987,The Cemetary Club,BV,"$6,011,745",1993
4988,American Splendor,FL,"$6,010,990",2003
4989,Hitchcock,FoxS,"$6,008,677",2012
4990,Run Fat Boy Run,PicH,"$6,003,262",2008
4991,The Diving Bell and the Butterfly,Mira.,"$6,003,227",2007
4992,Chasing Mavericks,Fox,"$6,002,756",2012
4993,The Loft,ORF,"$6,002,684",2015
4994,The Sessions,FoxS,"$6,002,451",2012
4995,Beyond the Limit,Par.,"$5,997,566",1983
4996,Light it Up,Fox,"$5,985,690",1999
4997,The Boxer,Uni.,"$5,980,578",1997
4998,Still of the Night,MGM,"$5,979,947",1982
4999,The Hunger,MGM,"$5,979,292",1983
5000,1969,Atl,"$5,979,011",1988
5001,Les Boys 2,Lions,"$5,974,732",1998
5002,Lars and the Real Girl,MGM,"$5,972,884",2007
5003,Basic Instinct 2,Sony,"$5,971,336",2006
5004,My Little Pony,DEG,"$5,958,456",1986
5005,Last Dance,BV,"$5,939,449",1996
5006,Inventing the Abbotts,Fox,"$5,936,344",1997
5007,The Last Legion,Wein.,"$5,933,494",2007
5008,Immediate Family,Col.,"$5,932,613",1989
5009,Evil Dead 2,DEG,"$5,923,044",1987
5010,Casa De Mi Padre,LGF,"$5,909,483",2012
5011,Gang Related,MGM,"$5,906,773",1997
